numCells,numAuctioneers,concurrentAuctionsPerAuctioneer,maxBiddingPoolFraction,algorithm,scenario,# auctions,communication,waitTime,biddingTime,distributionScore,nMissing
250,250,2,0.20,compare_to_percentile,rolling deploy,1300,68640,2.85,1.18,0.0640,0
250,250,2,0.20,all_rebid,10% start,2500,264923,4.81,1.22,0.0634,0
250,250,2,0.20,all_rebid,cold start,15750,1741340,28.53,1.11,0.0659,0
250,250,2,0.20,all_rebid,rolling deploy,1300,132815,2.70,0.95,0.0640,0
250,250,5,0.05,compare_to_percentile,10% start,2500,39855,1.87,0.94,0.0635,0
250,250,5,0.05,compare_to_percentile,cold start,15750,252915,11.47,1.08,0.0675,0
250,250,5,0.05,compare_to_percentile,rolling deploy,1300,19920,1.77,0.92,0.0642,0
250,250,5,0.05,all_rebid,10% start,2500,69498,1.84,0.94,0.0635,0
250,250,5,0.05,all_rebid,cold start,15750,443624,11.35,1.31,0.0676,0
250,250,5,0.05,all_rebid,rolling deploy,1300,35613,1.75,0.93,0.0660,0
